name,address,latitude,longitude
광흥창역점,서울특별시 마포구 서강로 75-16,37.5549534,126.9366361
방배카페거리점,서울특별시 서초구 방배중앙로 175,37.4980529,126.9850847
명지대점,서울특별시 서대문구 거북골로 34,37.5803622,126.9235338
포이사거리점,서울특별시 강남구 논현로 82,37.5025503,127.0361212
내방역점,서울특별시 서초구 방배로 184,37.4984328,126.9870608
홍대공항철도역점,서울특별시 마포구 양화로 183,37.5511066,126.9158787
동교동점,서울특별시 마포구 동교로 207,37.5588726,126.9234285
문정역점,서울특별시 송파구 송파대로 167,37.4852945,127.1221507
응암점,서울특별시 은평구 은평로 102,37.599088,126.9159238
중앙대점,서울특별시 동작구 흑석로 81,37.5089249,126.9617361
홍대정문점,서울특별시 마포구 홍익로 4,37.5536488,126.9229386
올리브영 홍대 타운,서울특별시 마포구 양화로 156,37.556081649999996,126.92343005000001
가재울뉴타운점,서울특별시 서대문구 거북골로 100,37.5789414,126.9081221
응암오거리점,서울특별시 은평구 응암로 180,37.6010222,126.9224129
방배점,서울특별시 서초구 방배로 83,37.4984328,126.9870608
상수역점,서울특별시 마포구 와우산로 49,37.5491252,126.92258
연신내범서점,서울특별시 은평구 통일로 842,37.6409267,126.9158024
홍대중앙점,서울특별시 마포구 어울마당로 68,37.5510907,126.92146352592869
거여역점,"서울특별시 송파구 오금로 512,",37.5087088,127.1150475
구산역점,서울특별시 은평구 서오릉로 137,37.6111867,126.9173589
방배이수점,서울특별시 서초구 동작대로 118,37.4983322,126.9844741
연신내로데오점,서울특별시 은평구 연서로 221,37.6094,126.9162
연신내점,서울특별시 은평구 통일로 857,37.6409267,126.9158024
응암역점,서울특별시 은평구 증산로 475,37.5986384,126.9154135
노량진중앙점,서울특별시 동작구 노량진로 162,37.5125967,126.9543166
송파아이파크점,서울특별시 송파구 법원로 55,37.4797654,127.122408
노량진삼거리점,서울특별시 동작구 노량진로 124,37.5125967,126.9543166
북가좌동점,서울특별시 서대문구 거북골로 191,37.5789414,126.9081221
장지역점,서울특별시 송파구 충민로 66,37.4775778,127.1249983
합정메세나폴리스점,서울특별시 마포구 양화로 45,37.5502395,126.9139625
합정카페거리점,서울특별시 마포구 독막로 13,37.5488523,126.915007914665
상도역점,서울특별시 동작구 양녕로 257,37.5139416,126.9560956
합정역점,서울특별시 마포구 독막로 2,37.5486323,126.9176676
구파발역점,서울특별시 은평구 진관2로 12,37.634362,126.9184124
동여의도점,서울특별시 영등포구 의사당대로1길 25,37.5192603,126.929021
망원역점,서울특별시 마포구 월드컵로 74,37.5558081,126.9106433
합정교보점,서울특별시 마포구 월드컵로1길 14,37.5495337,126.9116202
남성역점,서울특별시 동작구 사당로 228,37.4946982,126.9608044
숭실대입구역점,서울특별시 동작구 상도로 358,37.5050907,126.9407112
양재하나로클럽점,서울특별시 서초구 청계산로 10,37.4561322,127.0491707
여의도역점,서울특별시 영등포구 여의나루로 61,37.5232998,126.926277
사당점,서울특별시 동작구 동작대로 29,37.5007662,126.9838687
여의도IFC점,서울특별시 영등포구 국제금융로 10,37.52538915,126.92663352616975
구파발점,서울특별시 은평구 진관2로 15-40,37.6380129,126.9189821
롯데몰은평점,서울특별시 은평구 통일로 1050,37.6367996,126.9179631
서여의도점,서울특별시 영등포구 국회대로70길 15-1,37.5292774,126.9202968
세곡동점,서울특별시 강남구 헌릉로569길 21-36,37.4665963,127.0994215
사당역지하상가점,서울특별시 동작구 동작대로 지하,0.0,0.0
장승배기역점,서울특별시 동작구 장승배기로11가길 11,0.0,0.0
망원동점,서울특별시 마포구 망원로 71,37.557407,126.9025615
국회의사당역점,서울특별시 영등포구 의사당대로 26,37.5242788,126.9219406
마포구청역점,서울특별시 마포구 월드컵로 196,37.5554052,126.9107114
사당역점,서울특별시 관악구 과천대로 941,37.4617027,126.9875862
수색점,서울특별시 은평구 수색로 216,37.5897667,126.8840132
위례아이파크점,서울특별시 송파구 위례광장로 136,37.475947,127.1422591
디지털미디어시티역점,서울특별시 마포구 성암로 지하,0.0,0.0
홈플러스월드컵점,서울특별시 마포구 월드컵로 240,37.5554052,126.9107114
대방역점,서울특별시 영등포구 영등포로 422,37.5124288,126.9248446
씨제이ENM커머스부문점,서울특별시 서초구 과천대로 870-13,37.4626813,126.9880724
관악로점,서울특별시 관악구 관악로 204,37.4908796,126.9564157
낙성대인헌점,서울특별시 관악구 남부순환로248길 3,37.47346765,126.96631537733572
낙성대점,서울특별시 관악구 남부순환로 1908,37.4777009,126.96121395882453
신길점,서울특별시 영등포구 영등포로 358,37.5232395,126.8837803
상암ENM점,서울특별시 마포구 상암산로 66,37.5782114,126.8905855
상암MBC점,서울특별시 마포구 성암로 267,37.581274300000004,126.89113231352732
서울대입구역점,서울특별시 관악구 남부순환로 1840,37.4821966,126.9474016
올리브영 관악 타운,서울특별시 관악구 관악로 171,37.4908796,126.9564157
당산역점,서울특별시 영등포구 당산로 223,37.5340859,126.9019328
상암푸르지오시티점,서울특별시 마포구 월드컵북로54길 25,37.5813028,126.889349
신대방삼거리역점,서울특별시 동작구 보라매로 113,37.4985201,126.9280988
봉천역점,서울특별시 관악구 남부순환로 1735,37.4821966,126.9474016
영등포역사점,서울특별시 영등포구 경인로 846,37.5156447,126.9076335
영등포역점,서울특별시 영등포구 경인로 847,37.5179124,126.9113028
보라매역점,서울특별시 동작구 여의대방로 142,37.5014098,126.9208774
선유도역점,서울특별시 영등포구 양평로 127,37.534826,126.9000655
타임스퀘어신세계점,서울특별시 영등포구 영중로 15,37.517527,126.9061017
타임스퀘어아트리움점,서울특별시 영등포구 영중로 15,37.517527,126.9061017
보라매점,서울특별시 동작구 보라매로 5가길,0.0,0.0
신림역점,서울특별시 관악구 남부순환로 1619,37.4821966,126.9474016
신림점,서울특별시 관악구 신림로 353,37.470773,126.9387142
타임스트림점,서울특별시 관악구 신림로 330,37.4838403,126.9301275
신림중앙점,서울특별시 관악구 신림로 321,37.470773,126.9387142
홈플러스영등포점,서울특별시 영등포구 당산로 42,37.5340859,126.9019328
녹두거리점,서울특별시 관악구 신림로 127,37.470773,126.9387142
문래점,서울특별시 영등포구 선유로 63,37.5235737,126.8903445
염창역점,서울특별시 강서구 공항대로 637,37.5473109,126.8758092
신대방역점,서울특별시 관악구 난곡로 357,37.4773028,126.9155069
대림성모점,서울특별시 동작구 시흥대로 658,37.4904409,126.9080396
신도림테크노마트점,서울특별시 구로구 새말로 97,37.5055354,126.8900335
