대상연월,요일,time,출발 행정동 코드,도착 행정동 코드,성별,이동인구(합),adm_nm_x,start_point,adm_nm_y,end_point,normalized_이동인구
202204,토,점심,1123058,1123078,F,673.12,서울특별시 강남구 삼성1동,"[127.05928361883572, 37.516707116019525]",서울특별시 강남구 청담동,"[127.05055897710258, 37.523705060966414]",0.024934406050164414
202204,토,점심,1113073,1101061,F,672.07,서울특별시 서대문구 충현동,"[126.96064504262631, 37.56271872144526]",서울특별시 종로구 종로1·2·3·4가동,"[126.99095460165246, 37.575603142178714]",0.024895510866017944
202204,토,점심,1116064,1116067,F,671.79,서울특별시 강서구 가양1동,"[126.83215506473292, 37.56958870314131]",서울특별시 강서구 발산1동,"[126.82410283854011, 37.54764494480369]",0.024885138816912216
202204,토,점심,1103073,1103063,F,671.79,서울특별시 용산구 한강로동,"[126.96570686386953, 37.52976173036216]",서울특별시 용산구 이촌1동,"[126.97126180434695, 37.51918337035961]",0.024885138816912216
202204,토,점심,1113070,1113070,F,671.48,서울특별시 서대문구 남가좌2동,"[126.92225902510357, 37.57999193867539]",서울특별시 서대문구 남가좌2동,"[126.92225902510357, 37.57999193867539]",0.02487365547683088
202204,토,점심,1119055,1119055,F,667.54,서울특별시 영등포구 당산1동,"[126.89825004301566, 37.52269284370412]",서울특별시 영등포구 당산1동,"[126.89825004301566, 37.52269284370412]",0.02472770592870031
202204,토,점심,1120052,1120072,F,665.95,서울특별시 동작구 노량진2동,"[126.93856194915134, 37.50893161293434]",서울특별시 동작구 노량진1동,"[126.94723402559435, 37.51098222745891]",0.0246688075069928
202204,토,점심,1116064,1119054,F,665.86,서울특별시 강서구 가양1동,"[126.83215506473292, 37.56958870314131]",서울특별시 영등포구 여의동,"[126.92512005925903, 37.52669811644704]",0.024665473634065956
202204,토,점심,1110055,1110055,F,665.58,서울특별시 도봉구 방학1동,"[127.0421612620339, 37.665185425207]",서울특별시 도봉구 방학1동,"[127.0421612620339, 37.665185425207]",0.024655101584960232
202204,토,점심,1116070,1116071,F,664.99,서울특별시 강서구 방화1동,"[126.81390311696072, 37.57103970737482]",서울특별시 강서구 방화2동,"[126.80464166711087, 37.583302630327445]",0.024633246195773166
202204,토,점심,1112058,1112058,F,664.28,서울특별시 은평구 대조동,"[126.9245559851894, 37.6126108578407]",서울특별시 은평구 대조동,"[126.9245559851894, 37.6126108578407]",0.024606945642683647
202204,토,점심,1116054,1116071,F,663.68,서울특별시 강서구 등촌3동,"[126.84325843251658, 37.562154440199244]",서울특별시 강서구 방화2동,"[126.80464166711087, 37.583302630327445]",0.024584719823171376
202204,토,점심,1106091,1106083,F,662.85,서울특별시 동대문구 답십리1동,"[127.05184674171772, 37.5729933150665]",서울특별시 동대문구 전농1동,"[127.05263711702743, 37.57972806814533]",0.024553974106179408
202204,토,점심,1123052,1123053,F,660.3,서울특별시 강남구 논현1동,"[127.02745939058589, 37.513855035233846]",서울특별시 강남구 논현2동,"[127.0346662313185, 37.517108370661724]",0.02445951437325226
202204,토,점심,1116064,1116069,F,659.78,서울특별시 강서구 가양1동,"[126.83215506473292, 37.56958870314131]",서울특별시 강서구 공항동,"[126.7954832506458, 37.55527308081834]",0.024440251996341627
202204,토,점심,1118052,1118052,F,659.39,서울특별시 금천구 독산1동,"[126.89244482683591, 37.463108491785356]",서울특별시 금천구 독산1동,"[126.89244482683591, 37.463108491785356]",0.024425805213658655
